year,rank,candidateRank,selectionRank,importanceScore,importanceReasons,paperId,title,authors,venue,publicationDate,citationCount,influentialCitationCount,category,abstract,doi,arxiv,pubmed,url,semanticScholarUrl,openAccessPdf,fieldsOfStudy,candidate
2006,1,1,,257.667,citations=1865; influential=73; recognized venue; BCI term matches=1; title BCI matches=1; open PDF metadata,eb06f203a0b21f8d7e23efed26bdeb9fc7def49a,"Brain-machine interfaces: past, present and future.","M. Lebedev, M. Nicolelis",Trends in Neurosciences,2006-09-01,1865,73,General BCI Methods and Systems,,10.1016/J.TINS.2006.07.004,,16859758,https://doi.org/10.1016/J.TINS.2006.07.004,https://www.semanticscholar.org/paper/eb06f203a0b21f8d7e23efed26bdeb9fc7def49a,,Computer Science; Engineering; Medicine,True
2006,2,2,,257.01,citations=1120; influential=132; recognized venue; BCI term matches=1; title BCI matches=1; open PDF metadata,66f70f08115cbeb3675d7127cbcfc2577b601167,Frequency Recognition Based on Canonical Correlation Analysis for SSVEP-Based BCIs,"Zhonglin Lin, Changshui Zhang, Wei Wu, Xiaorong Gao",IEEE Transactions on Biomedical Engineering,2006-11-20,1120,132,"SSVEP, P300, and ERP Spellers",,10.1109/TBME.2006.886577,,17152442,https://doi.org/10.1109/TBME.2006.886577,https://www.semanticscholar.org/paper/66f70f08115cbeb3675d7127cbcfc2577b601167,,Computer Science; Engineering; Medicine,True
2006,3,3,,254.764,citations=934; influential=110; recognized venue; dataset/benchmark; BCI term matches=1; title BCI matches=1; open PDF metadata,7ba77cf82b14fdd9e694fb10f45bcd2e8ad3921e,The BCI competition III: validating alternative approaches to actual BCI problems,"B. Blankertz, K. Müller, D. Krusienski, G. Schalk, J. Wolpaw, A. Schlögl, et al.",IEEE transactions on neural systems and rehabilitation engineering,2006-06-19,934,110,General BCI Methods and Systems,,10.1109/TNSRE.2006.875642,,16792282,https://doi.org/10.1109/TNSRE.2006.875642,https://www.semanticscholar.org/paper/7ba77cf82b14fdd9e694fb10f45bcd2e8ad3921e,,Computer Science; Engineering; Medicine,True
2006,4,4,,251.345,citations=1617; influential=61; recognized venue; BCI term matches=1; title BCI matches=1; open PDF metadata,9af5711c0645997d1884602190a142ef183961e6,Mu rhythm (de)synchronization and EEG single-trial classification of different motor imagery tasks,"G. Pfurtscheller, C. Brunner, A. Schlögl, F. H. L. D. Silva",NeuroImage,2006-05-15,1617,61,Motor Imagery and Movement Decoding,,10.1016/J.NEUROIMAGE.2005.12.003,,16443377,https://doi.org/10.1016/J.NEUROIMAGE.2005.12.003,https://www.semanticscholar.org/paper/9af5711c0645997d1884602190a142ef183961e6,,Biology; Computer Science; Medicine; Psychology,True
2006,5,5,,232.036,citations=808; influential=70; BCI term matches=2; title BCI matches=2; open PDF metadata,66f4d9d4e2fc7857152b56bd712ad754d755e7de,A P300-based brain-computer interface: initial tests by ALS patients.,"E. Sellers, E. Donchin",Clinical Neurophysiology,2006-03-01,808,70,"SSVEP, P300, and ERP Spellers",,10.1016/J.CLINPH.2005.06.027,,16461003,https://doi.org/10.1016/J.CLINPH.2005.06.027,https://www.semanticscholar.org/paper/66f4d9d4e2fc7857152b56bd712ad754d755e7de,,Medicine; Psychology,True
2006,6,6,,224.245,citations=768; influential=48; BCI term matches=2; title BCI matches=2; open PDF metadata,c07206580500cee1afe6a92b8ccd8319e924be91,Breaking the silence: brain-computer interfaces (BCI) for communication and motor control.,N. Birbaumer,Psychophysiology,2006-11-01,768,48,Motor Imagery and Movement Decoding,,10.1111/J.1469-8986.2006.00456.X,,17076808,https://doi.org/10.1111/J.1469-8986.2006.00456.X,https://www.semanticscholar.org/paper/c07206580500cee1afe6a92b8ccd8319e924be91,,Computer Science; Engineering; Medicine; Psychology,True
2006,7,7,,215.795,citations=549; influential=37; BCI term matches=3; title BCI matches=3; open PDF metadata,a103f85e44c715667f92d5bad55e06732d7c874e,A P300 event-related potential brain-computer interface (BCI): the effects of matrix size and inter stimulus interval on performance.,"E. Sellers, D. Krusienski, D. McFarland, T. Vaughan, J. Wolpaw",Biological Psychology,2006-10-01,549,37,"SSVEP, P300, and ERP Spellers",,10.1016/J.BIOPSYCHO.2006.04.007,,16860920,https://doi.org/10.1016/J.BIOPSYCHO.2006.04.007,https://www.semanticscholar.org/paper/a103f85e44c715667f92d5bad55e06732d7c874e,,Computer Science; Medicine; Psychology,True
2006,8,8,,213.98,citations=483; influential=33; recognized venue; BCI term matches=1; title BCI matches=1; open PDF metadata,f6003b2812e523d73854da1e7833202b54729bef,Towards adaptive classification for BCI,"P. Shenoy, M. Krauledat, B. Blankertz, Rajesh P. N. Rao, K. Müller",Journal of Neural Engineering,2006-03-01,483,33,EEG Signal Processing and Datasets,,10.1088/1741-2560/3/1/R02,,16510936,https://doi.org/10.1088/1741-2560/3/1/R02,https://www.semanticscholar.org/paper/f6003b2812e523d73854da1e7833202b54729bef,http://www.cs.washington.edu/homes/rao/neng-bci06.pdf,Computer Science; Engineering; Medicine; Physics,True
2006,9,9,,211.372,citations=507; influential=20; recognized venue; invasive/high-bandwidth BCI; BCI term matches=1; title BCI matches=1; open PDF metadata,2322cbe225ad768daea90af4d1d66a6198ac60cd,High-frequency gamma oscillations and human brain mapping with electrocorticography.,"N. Crone, A. Sinai, Anna Korzeniewska",Progress in Brain Research,,507,20,Invasive and Implantable Interfaces,,10.1016/S0079-6123(06)59019-3,,17071238,https://doi.org/10.1016/S0079-6123(06)59019-3,https://www.semanticscholar.org/paper/2322cbe225ad768daea90af4d1d66a6198ac60cd,,Medicine; Psychology,True
2006,10,10,,206.65,citations=330; influential=35; recognized venue; BCI term matches=1; title BCI matches=1; open PDF metadata,2a5902a8d7f047a2ab984105a851c094afe3f82e,A practical VEP-based brain-computer interface,"Yijun Wang, Ruiping Wang, Xiaorong Gao, Bo Hong, Shangkai Gao",IEEE transactions on neural systems and rehabilitation engineering,,330,35,General BCI Methods and Systems,,,,,https://www.semanticscholar.org/paper/2a5902a8d7f047a2ab984105a851c094afe3f82e,https://www.semanticscholar.org/paper/2a5902a8d7f047a2ab984105a851c094afe3f82e,,Computer Science; Engineering; Medicine,True
