year,rank,candidateRank,selectionRank,importanceScore,importanceReasons,paperId,title,authors,venue,publicationDate,citationCount,influentialCitationCount,category,abstract,doi,arxiv,pubmed,url,semanticScholarUrl,openAccessPdf,fieldsOfStudy,candidate
2023,1,1,,223.501,citations=370; influential=40; recognized venue; dataset/benchmark; modern ML method; BCI term matches=3; title BCI matches=1; open PDF metadata,dc9d15be10f9aef813034448e134777cff0af5b5,Physics-Informed Attention Temporal Convolutional Network for EEG-Based Motor Imagery Classification,"Hamdi Altaheri, G. Muhammad, Mansour Alsulaiman",IEEE Transactions on Industrial Informatics,2023-02-01,370,40,Motor Imagery and Movement Decoding,"The brain-computer interface (BCI) is a cutting-edge technology that has the potential to change the world. Electroencephalogram (EEG) motor imagery (MI) signal has been used extensively in many BCI applications to assist disabled people, control devices or environments, and even augment human capabilities. However, the limited performance of brain signal decoding is restricting the broad growth of the BCI industry. In this article, we propose an attention-based temporal convolutional network (ATCNet) for EEG-based motor imagery classification. The ATCNet model utilizes multiple techniques to boost the performance of MI classification with a relatively small number of parameters. ATCNet employs scientific machine learning to design a domain-specific deep learning model with interpretable and explainable features, multihead self-attention to highlight the most valuable features in MI-EEG data, temporal convolutional network to extract high-level temporal features, and convolutional-based sliding window to augment the MI-EEG data efficiently. The proposed model outperforms the current state-of-the-art techniques in the BCI Competition IV-2a dataset with an accuracy of 85.38% and 70.97% for the subject-dependent and subject-independent modes, respectively.",10.1109/TII.2022.3197419,,,https://doi.org/10.1109/TII.2022.3197419,https://www.semanticscholar.org/paper/dc9d15be10f9aef813034448e134777cff0af5b5,,Computer Science; Physics,True
2023,2,2,,203.765,citations=292; influential=20; recognized venue; clinical/rehab relevance; invasive/high-bandwidth BCI; BCI term matches=2; open PDF metadata,f95f33b05683dd8172afa9d08e71e924bed9c5f3,A high-performance speech neuroprosthesis,"Francis R. Willett, Erin M. Kunz, Chaofei Fan, Donald T. Avansino, G. Wilson, Eun Young Choi, et al.",Nature,2023-08-23,292,20,Rehabilitation and Neuroprosthetics,"Speech brain–computer interfaces (BCIs) have the potential to restore rapid communication to people with paralysis by decoding neural activity evoked by attempted speech into text^ 1 , 2 or sound^ 3 , 4 . Early demonstrations, although promising, have not yet achieved accuracies sufficiently high for communication of unconstrained sentences from a large vocabulary^ 1 – 7 . Here we demonstrate a speech-to-text BCI that records spiking activity from intracortical microelectrode arrays. Enabled by these high-resolution recordings, our study participant—who can no longer speak intelligibly owing to amyotrophic lateral sclerosis—achieved a 9.1% word error rate on a 50-word vocabulary (2.7 times fewer errors than the previous state-of-the-art speech BCI^ 2 ) and a 23.8% word error rate on a 125,000-word vocabulary (the first successful demonstration, to our knowledge, of large-vocabulary decoding). Our participant’s attempted speech was decoded at 62 words per minute, which is 3.4 times as fast as the previous record^ 8 and begins to approach the speed of natural conversation (160 words per minute^ 9 ). Finally, we highlight two aspects of the neural code for speech that are encouraging for speech BCIs: spatially intermixed tuning to speech articulators that makes accurate decoding possible from only a small region of cortex, and a detailed articulatory representation of phonemes that persists years after paralysis. These results show a feasible path forward for restoring rapid communication to people with paralysis who can no longer speak. A speech-to-text brain–computer interface that records spiking activity from intracortical microelectrode arrays enabled an individual who cannot speak intelligibly to achieve 9.1 and 23.8% word error rates on a 50- and 125,000-word vocabulary, respectively.",10.1038/s41586-023-06377-x,,37612500,https://doi.org/10.1038/s41586-023-06377-x,https://www.semanticscholar.org/paper/f95f33b05683dd8172afa9d08e71e924bed9c5f3,https://www.nature.com/articles/s41586-023-06377-x.pdf,Engineering; Medicine,True
2023,3,3,,198.549,citations=240; influential=31; clinical/rehab relevance; invasive/high-bandwidth BCI; BCI term matches=3; open PDF metadata,0feeae55053237be5feffdd69fec373c1e53d7dc,A high-performance speech neuroprosthesis,"Francis R. Willett, Erin M. Kunz, Chaofei Fan, Donald T. Avansino, G. Wilson, Eun Young Choi, et al.",bioRxiv,2023-01-21,240,31,Motor Imagery and Movement Decoding,"Speech brain-computer interfaces (BCIs) have the potential to restore rapid communication to people with paralysis by decoding neural activity evoked by attempted speaking movements into text1,2 or sound3,4. Early demonstrations, while promising, have not yet achieved accuracies high enough for communication of unconstrainted sentences from a large vocabulary1–7. Here, we demonstrate the first speech-to-text BCI that records spiking activity from intracortical microelectrode arrays. Enabled by these high-resolution recordings, our study participant, who can no longer speak intelligibly due amyotrophic lateral sclerosis (ALS), achieved a 9.1% word error rate on a 50 word vocabulary (2.7 times fewer errors than the prior state of the art speech BCI2) and a 23.8% word error rate on a 125,000 word vocabulary (the first successful demonstration of large-vocabulary decoding). Our BCI decoded speech at 62 words per minute, which is 3.4 times faster than the prior record for any kind of BCI8 and begins to approach the speed of natural conversation (160 words per minute9). Finally, we highlight two aspects of the neural code for speech that are encouraging for speech BCIs: spatially intermixed tuning to speech articulators that makes accurate decoding possible from only a small region of cortex, and a detailed articulatory representation of phonemes that persists years after paralysis. These results show a feasible path forward for using intracortical speech BCIs to restore rapid communication to people with paralysis who can no longer speak.",10.1101/2023.01.21.524489,,36711591,https://doi.org/10.1101/2023.01.21.524489,https://www.semanticscholar.org/paper/0feeae55053237be5feffdd69fec373c1e53d7dc,https://www.nature.com/articles/s41586-023-06377-x.pdf,Biology; Engineering; Medicine,True
2023,4,4,,195.217,citations=147; influential=41; dataset/benchmark; invasive/high-bandwidth BCI; modern ML method; BCI term matches=2; open PDF metadata,d3ca56f953d754c03043a9cc4fe5e91976b4533c,Decoding Natural Images from EEG for Object Recognition,"Yonghao Song, Bingchuan Liu, Xiang Li, Nanlin Shi, Yijun Wang, Xiaorong Gao",International Conference on Learning Representations,2023-08-25,147,41,Invasive and Implantable Interfaces,"Electroencephalography (EEG) signals, known for convenient non-invasive acquisition but low signal-to-noise ratio, have recently gained substantial attention due to the potential to decode natural images. This paper presents a self-supervised framework to demonstrate the feasibility of learning image representations from EEG signals, particularly for object recognition. The framework utilizes image and EEG encoders to extract features from paired image stimuli and EEG responses. Contrastive learning aligns these two modalities by constraining their similarity. With the framework, we attain significantly above-chance results on a comprehensive EEG-image dataset, achieving a top-1 accuracy of 15.6% and a top-5 accuracy of 42.8% in challenging 200-way zero-shot tasks. Moreover, we perform extensive experiments to explore the biological plausibility by resolving the temporal, spatial, spectral, and semantic aspects of EEG signals. Besides, we introduce attention modules to capture spatial correlations, providing implicit evidence of the brain activity perceived from EEG data. These findings yield valuable insights for neural decoding and brain-computer interfaces in real-world scenarios. The code will be released on https://github.com/eeyhsong/NICE-EEG.",10.48550/arXiv.2308.13234,2308.13234,,https://doi.org/10.48550/arXiv.2308.13234,https://www.semanticscholar.org/paper/d3ca56f953d754c03043a9cc4fe5e91976b4533c,https://arxiv.org/pdf/2308.13234,Biology; Computer Science; Engineering,True
2023,5,5,,177.661,citations=143; influential=26; clinical/rehab relevance; BCI term matches=2; open PDF metadata,54934763d368ce6497b5ed690a5a9cc8ca88b2e3,An accurate and rapidly calibrating speech neuroprosthesis,"N. Card, M. Wairagkar, Carrina Iacobacci, Xianda Hou, Tyler Singer-Clark, Francis R. Willett, et al.",medRxiv,2023-12-26,143,26,Rehabilitation and Neuroprosthetics,"Brain-computer interfaces (BCIs) can provide a rapid, intuitive way for people with paralysis to communicate by transforming the cortical activity associated with attempted speech into text. Despite recent advances, communication with BCIs has been restricted by requiring many weeks of training data, and by inadequate decoding accuracy. Here we report a speech BCI that decodes neural activity from 256 microelectrodes in the left precentral gyrus of a person with ALS and severe dysarthria. This system achieves daily word error rates as low as 1% (2.66% average; 9 times fewer errors than previous state-of-the-art speech BCIs) using a comprehensive 125,000-word vocabulary. On the first day of system use, following only 30 minutes of attempted speech training data, the BCI achieved 99.6% word accuracy with a 50 word vocabulary. On the second day of use, we increased the vocabulary size to 125,000 words and after an additional 1.4 hours of training data, the BCI achieved 90.2% word accuracy. At the beginning of subsequent days of use, the BCI reliably achieved 95% word accuracy, and adaptive online fine-tuning continuously improved this accuracy throughout the day. Our participant used the speech BCI in self-paced conversation for over 32 hours to communicate with friends, family, and colleagues (both in-person and over video chat). These results indicate that speech BCIs have reached a level of performance suitable to restore naturalistic communication to people living with severe dysarthria.",10.1101/2023.12.26.23300110,,38645254,https://doi.org/10.1101/2023.12.26.23300110,https://www.semanticscholar.org/paper/54934763d368ce6497b5ed690a5a9cc8ca88b2e3,https://www.medrxiv.org/content/medrxiv/early/2023/12/26/2023.12.26.23300110.full.pdf,Engineering; Medicine,True
2023,6,6,,175.549,citations=150; influential=12; recognized venue; BCI term matches=4; title BCI matches=1; open PDF metadata,11e940f02b75d4ca04e6958f5d4c0f98fc03b3b5,LMDA-Net:A lightweight multi-dimensional attention network for general EEG-based brain-computer interfaces and interpretability,"Zhengqing Miao, Mei-rong Zhao, Xin Zhang, Dong Ming",NeuroImage,2023-06-01,150,12,Motor Imagery and Movement Decoding,"Electroencephalography (EEG)-based brain-computer interfaces (BCIs) pose a challenge for decoding due to their low spatial resolution and signal-to-noise ratio. Typically, EEG-based recognition of activities and states involves the use of prior neuroscience knowledge to generate quantitative EEG features, which may limit BCI performance. Although neural network-based methods can effectively extract features, they often encounter issues such as poor generalization across datasets, high predicting volatility, and low model interpretability. To address these limitations, we propose a novel lightweight multi-dimensional attention network, called LMDA-Net. By incorporating two novel attention modules designed specifically for EEG signals, the channel attention module and the depth attention module, LMDA-Net is able to effectively integrate features from multiple dimensions, resulting in improved classification performance across various BCI tasks. LMDA-Net was evaluated on four high-impact public datasets, including motor imagery (MI) and P300-Speller, and was compared with other representative models. The experimental results demonstrate that LMDA-Net outperforms other representative methods in terms of classification accuracy and predicting volatility, achieving the highest accuracy in all datasets within 300 training epochs. Ablation experiments further confirm the effectiveness of the channel attention module and the depth attention module. To facilitate an in-depth understanding of the features extracted by LMDA-Net, we propose class-specific neural network feature interpretability algorithms that are suitable for evoked responses and endogenous activities. By mapping the output of the specific layer of LMDA-Net to the time or spatial domain through class activation maps, the resulting feature visualizations can provide interpretable analysis and establish connections with EEG time-spatial analysis in neuroscience. In summary, LMDA-Net shows great potential as a general decoding model for various EEG tasks.",10.1016/j.neuroimage.2023.120209,,37269957,https://doi.org/10.1016/j.neuroimage.2023.120209,https://www.semanticscholar.org/paper/11e940f02b75d4ca04e6958f5d4c0f98fc03b3b5,https://doi.org/10.1016/j.neuroimage.2023.120209,Computer Science; Engineering; Medicine,True
2023,7,7,,170.167,citations=118; influential=6; recognized venue; review/survey; clinical/rehab relevance; modern ML method; BCI term matches=2; open PDF metadata,d50c976b521bb7914344a605eda676499aa77ffc,Status of deep learning for EEG-based brain–computer interface applications,"Khondoker Murad Hossain, Md. Ariful Islam, S. Hossain, A. Nijholt, Md Atiqur Rahman Ahad",Frontiers in Computational Neuroscience,2023-01-16,118,6,Motor Imagery and Movement Decoding,"In the previous decade, breakthroughs in the central nervous system bioinformatics and computational innovation have prompted significant developments in brain–computer interface (BCI), elevating it to the forefront of applied science and research. BCI revitalization enables neurorehabilitation strategies for physically disabled patients (e.g., disabled patients and hemiplegia) and patients with brain injury (e.g., patients with stroke). Different methods have been developed for electroencephalogram (EEG)-based BCI applications. Due to the lack of a large set of EEG data, methods using matrix factorization and machine learning were the most popular. However, things have changed recently because a number of large, high-quality EEG datasets are now being made public and used in deep learning-based BCI applications. On the other hand, deep learning is demonstrating great prospects for solving complex relevant tasks such as motor imagery classification, epileptic seizure detection, and driver attention recognition using EEG data. Researchers are doing a lot of work on deep learning-based approaches in the BCI field right now. Moreover, there is a great demand for a study that emphasizes only deep learning models for EEG-based BCI applications. Therefore, we introduce this study to the recent proposed deep learning-based approaches in BCI using EEG data (from 2017 to 2022). The main differences, such as merits, drawbacks, and applications are introduced. Furthermore, we point out current challenges and the directions for future studies. We argue that this review study will help the EEG research community in their future research.",10.3389/fncom.2022.1006763,,36726556,https://doi.org/10.3389/fncom.2022.1006763,https://www.semanticscholar.org/paper/d50c976b521bb7914344a605eda676499aa77ffc,https://www.frontiersin.org/articles/10.3389/fncom.2022.1006763/pdf,Computer Science; Engineering; Medicine,True
2023,8,8,,162.937,citations=107; influential=7; recognized venue; dataset/benchmark; BCI term matches=3; title BCI matches=1; open PDF metadata,afeaab59706cddb944ff576a1b627d24ca45712d,IFNet: An Interactive Frequency Convolutional Neural Network for Enhancing Motor Imagery Decoding From EEG,"Jiaheng Wang, Linna Yao, Yueming Wang",IEEE transactions on neural systems and rehabilitation engineering,,107,7,Motor Imagery and Movement Decoding,"Objective: The key principle of motor imagery (MI) decoding for electroencephalogram (EEG)-based Brain-Computer Interface (BCI) is to extract task-discriminative features from spectral, spatial, and temporal domains jointly and efficiently, whereas limited, noisy, and non-stationary EEG samples challenge the advanced design of decoding algorithms. Methods: Inspired by the concept of cross-frequency coupling and its correlation with different behavioral tasks, this paper proposes a lightweight Interactive Frequency Convolutional Neural Network (IFNet) to explore cross-frequency interactions for enhancing representation of MI characteristics. IFNet first extracts spectro-spatial features in low and high-frequency bands, respectively. Then the interplay between the two bands is learned using an element-wise addition operation followed by temporal average pooling. Combined with repeated trial augmentation as a regularizer, IFNet yields spectro-spatio-temporally robust features for the final MI classification. We conduct extensive experiments on two benchmark datasets: the BCI competition IV 2a (BCIC-IV-2a) dataset and the OpenBMI dataset. Results: Compared with state-of-the-art MI decoding algorithms, IFNet achieves significantly superior classification performance on both datasets while improving the winner’s result in BCIC-IV-2a by 11%. Moreover, by conducting sensitivity analysis on decision windows, we show IFNet attains the best trade-off between decoding speed and accuracy. Detailed analysis and visualization verify IFNet can capture the coupling across frequency bands along with the known MI signatures. Conclusion: We demonstrate the effectiveness and superiority of the proposed IFNet for MI decoding. Significance: This study suggests IFNet holds promise for rapid response and accurate control in MI-BCI applications.",10.1109/TNSRE.2023.3257319,,37027253,https://doi.org/10.1109/TNSRE.2023.3257319,https://www.semanticscholar.org/paper/afeaab59706cddb944ff576a1b627d24ca45712d,https://ieeexplore.ieee.org/ielx7/7333/4359219/10070810.pdf,Computer Science; Medicine,True
2023,9,9,,162.857,citations=104; influential=4; recognized venue; dataset/benchmark; clinical/rehab relevance; modern ML method; BCI term matches=3; title BCI matches=1; open PDF metadata,7da0472477898e786f2d2251dc09b60f229e61c3,Improved Domain Adaptation Network Based on Wasserstein Distance for Motor Imagery EEG Classification,"Qingshan She, Tie Chen, Feng Fang, Jianhai Zhang, Yunyuan Gao, Yingchun Zhang",IEEE transactions on neural systems and rehabilitation engineering,2023-02-01,104,4,Motor Imagery and Movement Decoding,"Motor Imagery (MI) paradigm is critical in neural rehabilitation and gaming. Advances in brain-computer interface (BCI) technology have facilitated the detection of MI from electroencephalogram (EEG). Previous studies have proposed various EEG-based classification algorithms to identify the MI, however, the performance of prior models was limited due to the cross-subject heterogeneity in EEG data and the shortage of EEG data for training. Therefore, inspired by generative adversarial network (GAN), this study aims to propose an improved domain adaption network based on Wasserstein distance, which utilizes existing labeled data from multiple subjects (source domain) to improve the performance of MI classification on a single subject (target domain). Specifically, our proposed framework consists of three components, including a feature extractor, a domain discriminator, and a classifier. The feature extractor employs an attention mechanism and a variance layer to improve the discrimination of features extracted from different MI classes. Next, the domain discriminator adopts the Wasserstein matrix to measure the distance between source domain and target domain, and aligns the data distributions of source and target domain via adversarial learning strategy. Finally, the classifier uses the knowledge acquired from the source domain to predict the labels in the target domain. The proposed EEG-based MI classification framework was evaluated by two open-source datasets, the BCI Competition IV Datasets 2a and 2b. Our results demonstrated that the proposed framework could enhance the performance of EEG-based MI detection, achieving better classification results compared with several state-of-the-art algorithms. In conclusion, this study is promising in helping the neural rehabilitation of different neuropsychiatric diseases.",10.1109/TNSRE.2023.3241846,,37022366,https://doi.org/10.1109/TNSRE.2023.3241846,https://www.semanticscholar.org/paper/7da0472477898e786f2d2251dc09b60f229e61c3,https://ieeexplore.ieee.org/ielx7/7333/10031624/10035017.pdf,Computer Science; Engineering; Medicine,True
2023,10,10,,161.988,citations=138; influential=7; clinical/rehab relevance; invasive/high-bandwidth BCI; BCI term matches=2; title BCI matches=1; open PDF metadata,b2fd520f91ec958de47c10c7c7b635d526bba21c,Assessment of Safety of a Fully Implanted Endovascular Brain-Computer Interface for Severe Paralysis in 4 Patients: The Stentrode With Thought-Controlled Digital Switch (SWITCH) Study.,"P. Mitchell, Sarah C. M. Lee, P. Yoo, Andrew P. Morokoff, Rahul P Sharma, D. Williams, et al.",JAMA Neurology,2023-01-09,138,7,Motor Imagery and Movement Decoding,"Importance Brain-computer interface (BCI) implants have previously required craniotomy to deliver penetrating or surface electrodes to the brain. Whether a minimally invasive endovascular technique to deliver recording electrodes through the jugular vein to superior sagittal sinus is safe and feasible is unknown. Objective To assess the safety of an endovascular BCI and feasibility of using the system to control a computer by thought. Design, Setting, and Participants The Stentrode With Thought-Controlled Digital Switch (SWITCH) study, a single-center, prospective, first in-human study, evaluated 5 patients with severe bilateral upper-limb paralysis, with a follow-up of 12 months. From a referred sample, 4 patients with amyotrophic lateral sclerosis and 1 with primary lateral sclerosis met inclusion criteria and were enrolled in the study. Surgical procedures and follow-up visits were performed at the Royal Melbourne Hospital, Parkville, Australia. Training sessions were performed at patients' homes and at a university clinic. The study start date was May 27, 2019, and final follow-up was completed January 9, 2022. Interventions Recording devices were delivered via catheter and connected to subcutaneous electronic units. Devices communicated wirelessly to an external device for personal computer control. Main Outcomes and Measures The primary safety end point was device-related serious adverse events resulting in death or permanent increased disability. Secondary end points were blood vessel occlusion and device migration. Exploratory end points were signal fidelity and stability over 12 months, number of distinct commands created by neuronal activity, and use of system for digital device control. Results Of 4 patients included in analyses, all were male, and the mean (SD) age was 61 (17) years. Patients with preserved motor cortex activity and suitable venous anatomy were implanted. Each completed 12-month follow-up with no serious adverse events and no vessel occlusion or device migration. Mean (SD) signal bandwidth was 233 (16) Hz and was stable throughout study in all 4 patients (SD range across all sessions, 7-32 Hz). At least 5 attempted movement types were decoded offline, and each patient successfully controlled a computer with the BCI. Conclusions and Relevance Endovascular access to the sensorimotor cortex is an alternative to placing BCI electrodes in or on the dura by open-brain surgery. These final safety and feasibility data from the first in-human SWITCH study indicate that it is possible to record neural signals from a blood vessel. The favorable safety profile could promote wider and more rapid translation of BCI to people with paralysis. Trial Registration ClinicalTrials.gov Identifier: NCT03834857.",10.1001/jamaneurol.2022.4847,,36622685,https://doi.org/10.1001/jamaneurol.2022.4847,https://www.semanticscholar.org/paper/b2fd520f91ec958de47c10c7c7b635d526bba21c,,Engineering; Medicine,True
